Housing type,Energy performance,Heating energy,Occupancy status,Income owner,Income tenant,Stock buildings
Single-family,F,Electricity,Owner-occupied,D9,D9,64282.93569
Multi-family,F,Electricity,Social-housing,D10,D10,2180.394436
Single-family,F,Electricity,Social-housing,D10,D10,314.660787
Multi-family,F,Electricity,Owner-occupied,D10,D10,45159.47582
Single-family,F,Electricity,Owner-occupied,D10,D10,51431.4152
Multi-family,F,Natural gas,Social-housing,D10,D1,17486.54811
Single-family,F,Natural gas,Social-housing,D10,D1,2734.235803
Multi-family,F,Natural gas,Owner-occupied,D1,D1,4889.767013
Single-family,F,Natural gas,Owner-occupied,D1,D1,10647.47204
Multi-family,F,Natural gas,Social-housing,D10,D2,14996.3092
Single-family,F,Natural gas,Social-housing,D10,D2,3514.64717
Multi-family,F,Natural gas,Owner-occupied,D2,D2,4602.666069
Single-family,F,Natural gas,Owner-occupied,D2,D2,16527.16682
Multi-family,F,Natural gas,Social-housing,D10,D3,9885.553797
Single-family,F,Natural gas,Social-housing,D10,D3,3083.263939
Multi-family,F,Natural gas,Owner-occupied,D3,D3,5676.819601
Single-family,F,Natural gas,Owner-occupied,D3,D3,24860.4693
Multi-family,F,Natural gas,Social-housing,D10,D4,8561.144813
Single-family,F,Natural gas,Social-housing,D10,D4,2527.754897
Multi-family,F,Natural gas,Owner-occupied,D4,D4,6729.6669
Single-family,F,Natural gas,Owner-occupied,D4,D4,30502.55231
Multi-family,F,Natural gas,Social-housing,D10,D5,6767.824759
Single-family,F,Natural gas,Social-housing,D10,D5,1806.270825
Multi-family,F,Natural gas,Owner-occupied,D5,D5,7624.36063
Single-family,F,Natural gas,Owner-occupied,D5,D5,33492.65935
Multi-family,F,Natural gas,Social-housing,D10,D6,5080.805452
Single-family,F,Natural gas,Social-housing,D10,D6,1317.132709
Multi-family,F,Natural gas,Owner-occupied,D6,D6,8384.0815
Single-family,F,Natural gas,Owner-occupied,D6,D6,34459.28882
Multi-family,F,Natural gas,Social-housing,D10,D7,4163.376561
Single-family,F,Natural gas,Social-housing,D10,D7,873.2720311
Multi-family,F,Natural gas,Owner-occupied,D7,D7,9594.253982
Single-family,F,Natural gas,Owner-occupied,D7,D7,35095.5389
Multi-family,F,Natural gas,Social-housing,D10,D8,3173.625032
Single-family,F,Natural gas,Social-housing,D10,D8,648.7006948
Multi-family,F,Natural gas,Owner-occupied,D8,D8,11215.38909
Single-family,F,Natural gas,Owner-occupied,D8,D8,37202.83063
Multi-family,F,Natural gas,Social-housing,D10,D9,2789.517382
Single-family,F,Natural gas,Social-housing,D10,D9,321.9472529
Multi-family,F,Natural gas,Owner-occupied,D9,D9,14064.99784
Single-family,F,Natural gas,Owner-occupied,D9,D9,37185.99243
Multi-family,F,Natural gas,Social-housing,D10,D10,2118.033223
Single-family,F,Natural gas,Social-housing,D10,D10,125.7856399
Multi-family,F,Natural gas,Owner-occupied,D10,D10,22594.12693
Single-family,F,Natural gas,Owner-occupied,D10,D10,34014.02074
Multi-family,G,Electricity,Social-housing,D10,D1,8714.345651
Single-family,G,Electricity,Social-housing,D10,D1,1948.18318
Multi-family,G,Electricity,Owner-occupied,D1,D1,9309.862328
Single-family,G,Electricity,Owner-occupied,D1,D1,26315.09203
Multi-family,G,Electricity,Social-housing,D10,D2,6117.98179
Single-family,G,Electricity,Social-housing,D10,D2,2105.136518
Multi-family,G,Electricity,Owner-occupied,D2,D2,5645.538366
Single-family,G,Electricity,Owner-occupied,D2,D2,27859.21895
Multi-family,G,Electricity,Social-housing,D10,D3,4316.99048
Single-family,G,Electricity,Social-housing,D10,D3,1838.087442
Multi-family,G,Electricity,Owner-occupied,D3,D3,6431.35825
Single-family,G,Electricity,Owner-occupied,D3,D3,39842.39389
Multi-family,G,Electricity,Social-housing,D10,D4,3456.474773
Single-family,G,Electricity,Social-housing,D10,D4,1532.828658
Multi-family,G,Electricity,Owner-occupied,D4,D4,6834.086923
Single-family,G,Electricity,Owner-occupied,D4,D4,42599.09763
Multi-family,G,Electricity,Social-housing,D10,D5,2981.80279
Single-family,G,Electricity,Social-housing,D10,D5,1172.076461
Multi-family,G,Electricity,Owner-occupied,D5,D5,8006.179616
Single-family,G,Electricity,Owner-occupied,D5,D5,44213.89935
Multi-family,G,Electricity,Social-housing,D10,D6,2442.462008
Single-family,G,Electricity,Social-housing,D10,D6,840.0340693
Multi-family,G,Electricity,Owner-occupied,D6,D6,9066.658143
Single-family,G,Electricity,Owner-occupied,D6,D6,43663.47321
Multi-family,G,Electricity,Social-housing,D10,D7,2090.988608
Single-family,G,Electricity,Social-housing,D10,D7,648.042904
Multi-family,G,Electricity,Owner-occupied,D7,D7,10793.16151
Single-family,G,Electricity,Owner-occupied,D7,D7,42327.46065
Multi-family,G,Electricity,Social-housing,D10,D8,1593.083039
Single-family,G,Electricity,Social-housing,D10,D8,422.6513146
Multi-family,G,Electricity,Owner-occupied,D8,D8,12390.53644
Single-family,G,Electricity,Owner-occupied,D8,D8,41430.80153
Multi-family,G,Electricity,Social-housing,D10,D9,1517.84824
Single-family,G,Electricity,Social-housing,D10,D9,245.1628781
Multi-family,G,Electricity,Owner-occupied,D9,D9,15959.5019
Single-family,G,Electricity,Owner-occupied,D9,D9,39277.40291
Multi-family,G,Electricity,Social-housing,D10,D10,1411.400859
Single-family,G,Electricity,Social-housing,D10,D10,99.09286576
Multi-family,G,Electricity,Owner-occupied,D10,D10,32133.44958
Single-family,G,Electricity,Owner-occupied,D10,D10,30798.02456
Multi-family,G,Natural gas,Social-housing,D10,D1,3191.75546
Single-family,G,Natural gas,Social-housing,D10,D1,172.7249776
Multi-family,G,Natural gas,Owner-occupied,D1,D1,1098.445667
Single-family,G,Natural gas,Owner-occupied,D1,D1,1480.226918
Multi-family,G,Natural gas,Social-housing,D10,D2,2676.332862
Single-family,G,Natural gas,Social-housing,D10,D2,235.0092082
Multi-family,G,Natural gas,Owner-occupied,D2,D2,1102.358821
Single-family,G,Natural gas,Owner-occupied,D2,D2,2491.782892
Multi-family,G,Natural gas,Social-housing,D10,D3,1766.447244
Single-family,G,Natural gas,Social-housing,D10,D3,224.5883341
Multi-family,G,Natural gas,Owner-occupied,D3,D3,1235.620609
Single-family,G,Natural gas,Owner-occupied,D3,D3,3793.983459
Multi-family,G,Natural gas,Social-housing,D10,D4,1525.076529
Single-family,G,Natural gas,Social-housing,D10,D4,167.6527548
Multi-family,G,Natural gas,Owner-occupied,D4,D4,1425.332495
Single-family,G,Natural gas,Owner-occupied,D4,D4,4650.746325
Multi-family,G,Natural gas,Social-housing,D10,D5,1225.004579
Single-family,G,Natural gas,Social-housing,D10,D5,123.522811
Multi-family,G,Natural gas,Owner-occupied,D5,D5,1480.486827
Single-family,G,Natural gas,Owner-occupied,D5,D5,5293.28737
Multi-family,G,Natural gas,Social-housing,D10,D6,844.6857764
Single-family,G,Natural gas,Social-housing,D10,D6,81.64600587
Multi-family,G,Natural gas,Owner-occupied,D6,D6,1613.510433
Single-family,G,Natural gas,Owner-occupied,D6,D6,5453.335422
Multi-family,G,Natural gas,Social-housing,D10,D7,842.6212893
Single-family,G,Natural gas,Social-housing,D10,D7,61.86422551
Multi-family,G,Natural gas,Owner-occupied,D7,D7,1800.560832
Single-family,G,Natural gas,Owner-occupied,D7,D7,5588.277218
Multi-family,G,Natural gas,Social-housing,D10,D8,638.8628757
Single-family,G,Natural gas,Social-housing,D10,D8,44.67764601
Multi-family,G,Natural gas,Owner-occupied,D8,D8,2099.043109
Single-family,G,Natural gas,Owner-occupied,D8,D8,5733.987541
Multi-family,G,Natural gas,Social-housing,D10,D9,588.4106581
Single-family,G,Natural gas,Social-housing,D10,D9,22.58916488
Multi-family,G,Natural gas,Owner-occupied,D9,D9,2685.951704
Single-family,G,Natural gas,Owner-occupied,D9,D9,5489.262423
Multi-family,G,Natural gas,Social-housing,D10,D10,513.3365298
Single-family,G,Natural gas,Social-housing,D10,D10,7.341262163
Multi-family,G,Natural gas,Owner-occupied,D10,D10,4352.329162
Single-family,G,Natural gas,Owner-occupied,D10,D10,4483.516424
Multi-family,A,Oil fuel,Social-housing,D10,D1,273.32316774515397
Multi-family,A,Wood fuel,Social-housing,D10,D1,23.925378857246546
Single-family,A,Oil fuel,Social-housing,D10,D1,45.52722903723736
Single-family,A,Wood fuel,Social-housing,D10,D1,19.01400798753909
Multi-family,A,Oil fuel,Owner-occupied,D1,D1,47.83749719015598
Multi-family,A,Wood fuel,Owner-occupied,D1,D1,4.187461506827357
Single-family,A,Oil fuel,Owner-occupied,D1,D1,842.3684411975726
Single-family,A,Wood fuel,Owner-occupied,D1,D1,351.8070527921023
Multi-family,A,Oil fuel,Social-housing,D10,D2,295.914763895855
Multi-family,A,Wood fuel,Social-housing,D10,D2,25.90293714970497
Single-family,A,Oil fuel,Social-housing,D10,D2,46.83530362476791
Single-family,A,Wood fuel,Social-housing,D10,D2,19.560312719488838
Multi-family,A,Oil fuel,Owner-occupied,D2,D2,44.23332972988565
Multi-family,A,Wood fuel,Owner-occupied,D2,D2,3.871970241804666
Single-family,A,Oil fuel,Owner-occupied,D2,D2,970.8166142253968
Single-family,A,Wood fuel,Owner-occupied,D2,D2,405.45219306493226
Multi-family,A,Oil fuel,Social-housing,D10,D3,187.81920024185797
Multi-family,A,Wood fuel,Social-housing,D10,D3,16.440777997426736
Single-family,A,Oil fuel,Social-housing,D10,D3,44.778457902952724
Single-family,A,Wood fuel,Social-housing,D10,D3,18.701290947007543
Multi-family,A,Oil fuel,Owner-occupied,D3,D3,45.702347373613485
Multi-family,A,Wood fuel,Owner-occupied,D3,D3,4.000560891342794
Single-family,A,Oil fuel,Owner-occupied,D3,D3,1303.211990783548
Single-family,A,Wood fuel,Owner-occupied,D3,D3,544.2739153298298
Multi-family,A,Oil fuel,Social-housing,D10,D4,147.79683415150987
Multi-family,A,Wood fuel,Social-housing,D10,D4,12.937415002717799
Single-family,A,Oil fuel,Social-housing,D10,D4,36.16344725821395
Single-family,A,Wood fuel,Social-housing,D10,D4,15.103314863775722
Multi-family,A,Oil fuel,Owner-occupied,D4,D4,39.468652030861634
Multi-family,A,Wood fuel,Owner-occupied,D4,D4,3.4548935628598585
Single-family,A,Oil fuel,Owner-occupied,D4,D4,1536.3100489972787
Single-family,A,Wood fuel,Owner-occupied,D4,D4,641.6250705501625
Multi-family,A,Oil fuel,Social-housing,D10,D5,126.48950289787093
Multi-family,A,Wood fuel,Social-housing,D10,D5,11.072275004210665
Single-family,A,Oil fuel,Social-housing,D10,D5,24.271113577341694
Single-family,A,Wood fuel,Social-housing,D10,D5,10.136596432183108
Multi-family,A,Oil fuel,Owner-occupied,D5,D5,36.493695217854295
Multi-family,A,Wood fuel,Owner-occupied,D5,D5,3.194480333266703
Single-family,A,Oil fuel,Owner-occupied,D5,D5,1887.1307403319977
Single-family,A,Wood fuel,Owner-occupied,D5,D5,788.1419477749203
Multi-family,A,Oil fuel,Social-housing,D10,D6,120.05168032605661
Multi-family,A,Wood fuel,Social-housing,D10,D6,10.508739372317192
Single-family,A,Oil fuel,Social-housing,D10,D6,14.592019375537442
Single-family,A,Wood fuel,Social-housing,D10,D6,6.094216116993669
Multi-family,A,Oil fuel,Owner-occupied,D6,D6,40.29290304390411
Multi-family,A,Wood fuel,Owner-occupied,D6,D6,3.5270444819465934
Single-family,A,Oil fuel,Owner-occupied,D6,D6,1896.3292445566306
Single-family,A,Wood fuel,Owner-occupied,D6,D6,791.9836143225929
Multi-family,A,Oil fuel,Social-housing,D10,D7,76.53017355243871
Multi-family,A,Wood fuel,Social-housing,D10,D7,6.699078645101023
Single-family,A,Oil fuel,Social-housing,D10,D7,8.65822308213767
Single-family,A,Wood fuel,Social-housing,D10,D7,3.616023340823353
Multi-family,A,Oil fuel,Owner-occupied,D7,D7,49.47030793421899
Multi-family,A,Wood fuel,Owner-occupied,D7,D7,4.330389806598545
Single-family,A,Oil fuel,Owner-occupied,D7,D7,2182.049383989359
Single-family,A,Wood fuel,Owner-occupied,D7,D7,911.311874097226
Multi-family,A,Oil fuel,Social-housing,D10,D8,75.5008793126477
Multi-family,A,Wood fuel,Social-housing,D10,D8,6.60897924062777
Single-family,A,Oil fuel,Social-housing,D10,D8,4.708386999437326
Single-family,A,Wood fuel,Social-housing,D10,D8,1.9664124065732733
Multi-family,A,Oil fuel,Owner-occupied,D8,D8,59.99476689250658
Multi-family,A,Wood fuel,Owner-occupied,D8,D8,5.251649683402521
Single-family,A,Oil fuel,Owner-occupied,D8,D8,2223.9340280259835
Single-family,A,Wood fuel,Owner-occupied,D8,D8,928.8045916007716
Multi-family,A,Oil fuel,Social-housing,D10,D9,63.38389168215706
Multi-family,A,Wood fuel,Social-housing,D10,D9,5.548317160425466
Single-family,A,Oil fuel,Social-housing,D10,D9,3.412416133600519
Single-family,A,Wood fuel,Social-housing,D10,D9,1.4251626772193455
Multi-family,A,Oil fuel,Owner-occupied,D9,D9,61.079723745778125
Multi-family,A,Wood fuel,Owner-occupied,D9,D9,5.346621521949669
Single-family,A,Oil fuel,Owner-occupied,D9,D9,2122.7280962752643
Single-family,A,Wood fuel,Owner-occupied,D9,D9,886.5369105802425
Multi-family,A,Oil fuel,Social-housing,D10,D10,35.54000217212908
Multi-family,A,Wood fuel,Social-housing,D10,D10,3.110998689098975
Single-family,A,Oil fuel,Social-housing,D10,D10,2.2306955661016077
Single-family,A,Wood fuel,Social-housing,D10,D10,0.9316284827467233
Multi-family,A,Oil fuel,Owner-occupied,D10,D10,76.27998495413436
Multi-family,A,Wood fuel,Owner-occupied,D10,D10,6.6771783537734475
Single-family,A,Oil fuel,Owner-occupied,D10,D10,2061.8541753534164
Single-family,A,Wood fuel,Owner-occupied,D10,D10,861.1135047829309
Multi-family,B,Oil fuel,Social-housing,D10,D1,2097.077585790795
Multi-family,B,Wood fuel,Social-housing,D10,D1,183.56795783907452
Single-family,B,Oil fuel,Social-housing,D10,D1,261.2425921783096
Single-family,B,Wood fuel,Social-housing,D10,D1,109.10544830876918
Multi-family,B,Oil fuel,Owner-occupied,D1,D1,115.102174673432
Multi-family,B,Wood fuel,Owner-occupied,D1,D1,10.075483754536775
Single-family,B,Oil fuel,Owner-occupied,D1,D1,2777.699455441145
Single-family,B,Wood fuel,Owner-occupied,D1,D1,1160.0793799583678
Multi-family,B,Oil fuel,Social-housing,D10,D2,2272.9812850150756
Multi-family,B,Wood fuel,Social-housing,D10,D2,198.96571091303318
Single-family,B,Oil fuel,Social-housing,D10,D2,362.0102765718719
Single-family,B,Wood fuel,Social-housing,D10,D2,151.19009954853362
Multi-family,B,Oil fuel,Owner-occupied,D2,D2,199.11284134352775
Multi-family,B,Wood fuel,Owner-occupied,D2,D2,17.429368332685687
Single-family,B,Oil fuel,Owner-occupied,D2,D2,4452.233935810287
Single-family,B,Wood fuel,Owner-occupied,D2,D2,1859.4325507631718
Multi-family,B,Oil fuel,Social-housing,D10,D3,1647.601703642105
Multi-family,B,Wood fuel,Social-housing,D10,D3,144.22302833193004
Single-family,B,Oil fuel,Social-housing,D10,D3,317.3888433866386
Single-family,B,Wood fuel,Social-housing,D10,D3,132.55438845999973
Multi-family,B,Oil fuel,Owner-occupied,D3,D3,257.57938515652035
Multi-family,B,Wood fuel,Owner-occupied,D3,D3,22.547244811067213
Single-family,B,Oil fuel,Owner-occupied,D3,D3,6278.726075010071
Single-family,B,Wood fuel,Owner-occupied,D3,D3,2622.2493717806947
Multi-family,B,Oil fuel,Social-housing,D10,D4,1430.7904201954486
Multi-family,B,Wood fuel,Social-housing,D10,D4,125.24442457952607
Single-family,B,Oil fuel,Social-housing,D10,D4,254.25122898317352
Single-family,B,Wood fuel,Social-housing,D10,D4,106.18557291887063
Multi-family,B,Oil fuel,Owner-occupied,D4,D4,297.0958687056054
Multi-family,B,Wood fuel,Owner-occupied,D4,D4,26.006325312064273
Single-family,B,Oil fuel,Owner-occupied,D4,D4,7962.926075254015
Single-family,B,Wood fuel,Owner-occupied,D4,D4,3325.6392537139723
Multi-family,B,Oil fuel,Social-housing,D10,D5,1148.9074581455363
Multi-family,B,Wood fuel,Social-housing,D10,D5,100.56976302015455
Single-family,B,Oil fuel,Social-housing,D10,D5,204.47948890261526
Single-family,B,Wood fuel,Social-housing,D10,D5,85.39888584262856
Multi-family,B,Oil fuel,Owner-occupied,D5,D5,352.13899022661093
Multi-family,B,Wood fuel,Owner-occupied,D5,D5,30.82453207711764
Single-family,B,Oil fuel,Owner-occupied,D5,D5,10118.013191754479
Single-family,B,Wood fuel,Owner-occupied,D5,D5,4225.690596910521
Multi-family,B,Oil fuel,Social-housing,D10,D6,899.4593587738246
Multi-family,B,Wood fuel,Social-housing,D10,D6,78.73429136246847
Single-family,B,Oil fuel,Social-housing,D10,D6,110.31473520504886
Single-family,B,Wood fuel,Social-housing,D10,D6,46.07188490686449
Multi-family,B,Oil fuel,Owner-occupied,D6,D6,488.4641804676324
Multi-family,B,Wood fuel,Owner-occupied,D6,D6,42.75777524567256
Single-family,B,Oil fuel,Owner-occupied,D6,D6,11252.017308086944
Single-family,B,Wood fuel,Owner-occupied,D6,D6,4699.296475893665
Multi-family,B,Oil fuel,Social-housing,D10,D7,732.3667344154339
Multi-family,B,Wood fuel,Social-housing,D10,D7,64.10781686706976
Single-family,B,Oil fuel,Social-housing,D10,D7,96.25572966424983
Single-family,B,Wood fuel,Social-housing,D10,D7,40.200276875746106
Multi-family,B,Oil fuel,Owner-occupied,D7,D7,547.5240426568023
Multi-family,B,Wood fuel,Owner-occupied,D7,D7,47.92758792488959
Single-family,B,Oil fuel,Owner-occupied,D7,D7,12386.295553420685
Single-family,B,Wood fuel,Owner-occupied,D7,D7,5173.016842209557
Multi-family,B,Oil fuel,Social-housing,D10,D8,546.7879145308119
Multi-family,B,Wood fuel,Social-housing,D10,D8,47.86315085412428
Single-family,B,Oil fuel,Social-housing,D10,D8,49.02247438070224
Single-family,B,Wood fuel,Social-housing,D10,D8,20.473763485170906
Multi-family,B,Oil fuel,Owner-occupied,D8,D8,721.8197117143134
Multi-family,B,Wood fuel,Owner-occupied,D8,D8,63.1845818701171
Single-family,B,Oil fuel,Owner-occupied,D8,D8,12456.80404480881
Single-family,B,Wood fuel,Owner-occupied,D8,D8,5202.464033413453
Multi-family,B,Oil fuel,Social-housing,D10,D9,395.89912885084925
Multi-family,B,Wood fuel,Social-housing,D10,D9,34.65508147425741
Single-family,B,Oil fuel,Social-housing,D10,D9,35.585351857067394
Single-family,B,Wood fuel,Social-housing,D10,D9,14.861878896610452
Multi-family,B,Oil fuel,Owner-occupied,D9,D9,847.1687262573175
Multi-family,B,Wood fuel,Owner-occupied,D9,D9,74.15702407860256
Single-family,B,Oil fuel,Owner-occupied,D9,D9,12594.276756724314
Single-family,B,Wood fuel,Owner-occupied,D9,D9,5259.878185289292
Multi-family,B,Oil fuel,Social-housing,D10,D10,185.51384050798555
Multi-family,B,Wood fuel,Social-housing,D10,D10,16.238978034803125
Single-family,B,Oil fuel,Social-housing,D10,D10,21.810462779343467
Single-family,B,Wood fuel,Social-housing,D10,D10,9.10892936530726
Multi-family,B,Oil fuel,Owner-occupied,D10,D10,1133.3058112149217
Multi-family,B,Wood fuel,Owner-occupied,D10,D10,99.2040708371926
Single-family,B,Oil fuel,Owner-occupied,D10,D10,11967.729931909435
Single-family,B,Wood fuel,Owner-occupied,D10,D10,4998.206948459714
Multi-family,C,Oil fuel,Social-housing,D10,D1,13816.883071282635
Multi-family,C,Wood fuel,Social-housing,D10,D1,1209.4626475825862
Single-family,C,Oil fuel,Social-housing,D10,D1,398.4055719886428
Single-family,C,Wood fuel,Social-housing,D10,D1,166.39024355899633
Multi-family,C,Oil fuel,Owner-occupied,D1,D1,882.0486390399556
